delivery_id,order_id,delivery_status,delivery_time,rider_id
164,164,Cancelled,12:00:00 AM,32
165,165,Cancelled,12:00:00 AM,8
166,166,Cancelled,12:00:00 AM,69
167,167,Cancelled,12:00:00 AM,89
168,168,Delivered,12:34:00 AM,147
169,169,Delivered,12:48:00 AM,11
170,170,Delivered,12:55:00 AM,161
171,171,Cancelled,12:00:00 AM,162
172,172,Delivered,12:33:00 AM,100
173,173,Delivered,12:16:00 AM,102
174,174,Cancelled,12:00:00 AM,93
175,175,Delivered,12:27:00 AM,79
176,176,Cancelled,12:00:00 AM,163
177,177,Delivered,12:52:00 AM,55
178,178,Cancelled,12:00:00 AM,6
179,179,Cancelled,12:00:00 AM,159
180,180,Cancelled,12:00:00 AM,109
181,181,Delivered,12:41:00 AM,112
182,182,Delivered,12:27:00 AM,80
183,183,Cancelled,12:00:00 AM,155
184,184,Delivered,12:22:00 AM,107
185,185,Delivered,12:39:00 AM,14
186,186,Cancelled,12:00:00 AM,96
187,187,Cancelled,12:00:00 AM,83
188,188,Delivered,12:46:00 AM,116
189,189,Delivered,12:27:00 AM,148
190,190,Cancelled,12:00:00 AM,11
191,191,Delivered,12:31:00 AM,92
192,192,Delivered,12:36:00 AM,164
193,193,Delivered,12:33:00 AM,50
194,194,Cancelled,12:00:00 AM,107
195,195,Delivered,12:26:00 AM,57
196,196,Cancelled,12:00:00 AM,50
197,197,Delivered,12:20:00 AM,154
198,198,Cancelled,12:00:00 AM,161
199,199,Cancelled,12:00:00 AM,55
200,200,Delivered,12:19:00 AM,179
201,201,Cancelled,12:00:00 AM,40
202,202,Delivered,12:58:00 AM,20
203,203,Delivered,1:00:00 AM,12
204,204,Cancelled,12:00:00 AM,143
205,205,Delivered,12:22:00 AM,31
206,206,Delivered,12:58:00 AM,11
207,207,Delivered,12:28:00 AM,139
208,208,Delivered,12:46:00 AM,121
209,209,Delivered,12:27:00 AM,141
210,210,Delivered,12:16:00 AM,9
211,211,Delivered,12:43:00 AM,128
212,212,Delivered,12:50:00 AM,154
213,213,Delivered,12:48:00 AM,25
214,214,Cancelled,12:00:00 AM,147
215,215,Delivered,12:59:00 AM,104
216,216,Delivered,12:50:00 AM,116
217,217,Delivered,12:15:00 AM,178
218,218,Delivered,12:41:00 AM,99
219,219,Cancelled,12:00:00 AM,111
220,220,Delivered,12:47:00 AM,170
221,221,Cancelled,12:00:00 AM,130
222,222,Delivered,12:34:00 AM,52
223,223,Delivered,12:27:00 AM,23
224,224,Delivered,12:42:00 AM,83
225,225,Delivered,12:17:00 AM,153
226,226,Delivered,12:49:00 AM,55
227,227,Delivered,12:29:00 AM,137
228,228,Delivered,12:19:00 AM,170
229,229,Cancelled,12:00:00 AM,47
230,230,Delivered,12:46:00 AM,36
231,231,Delivered,12:33:00 AM,156
232,232,Delivered,12:17:00 AM,28
233,233,Delivered,12:32:00 AM,14
234,234,Delivered,12:38:00 AM,79
235,235,Delivered,12:27:00 AM,153
236,236,Cancelled,12:00:00 AM,59
237,237,Delivered,12:32:00 AM,97
238,238,Delivered,12:54:00 AM,133
239,239,Delivered,12:53:00 AM,134
240,240,Cancelled,12:00:00 AM,68
241,241,Delivered,12:45:00 AM,169
242,242,Delivered,12:30:00 AM,132
243,243,Delivered,12:33:00 AM,64
244,244,Delivered,12:52:00 AM,82
245,245,Cancelled,12:00:00 AM,55
246,246,Cancelled,12:00:00 AM,125
247,247,Cancelled,12:00:00 AM,46
248,248,Delivered,12:38:00 AM,133
249,249,Delivered,12:15:00 AM,24
250,250,Delivered,12:36:00 AM,60
251,251,Delivered,12:57:00 AM,95
252,252,Delivered,12:48:00 AM,73
253,253,Delivered,12:51:00 AM,106
254,254,Delivered,12:24:00 AM,5
255,255,Cancelled,12:00:00 AM,10
256,256,Cancelled,12:00:00 AM,53
257,257,Cancelled,12:00:00 AM,47
258,258,Delivered,12:29:00 AM,10
259,259,Delivered,12:25:00 AM,3
260,260,Cancelled,12:00:00 AM,29
261,261,Delivered,12:53:00 AM,35
262,262,Delivered,12:39:00 AM,169
263,263,Delivered,12:49:00 AM,103
264,264,Delivered,12:18:00 AM,29
265,265,Delivered,12:46:00 AM,59
266,266,Cancelled,12:00:00 AM,130
267,267,Cancelled,12:00:00 AM,91
268,268,Delivered,12:35:00 AM,177
269,269,Delivered,12:38:00 AM,94
270,270,Delivered,12:37:00 AM,13
271,271,Delivered,12:37:00 AM,25
272,272,Delivered,12:55:00 AM,140
273,273,Cancelled,12:00:00 AM,24
274,274,Delivered,1:00:00 AM,120
275,275,Delivered,12:58:00 AM,97
276,276,Cancelled,12:00:00 AM,24
277,277,Delivered,12:34:00 AM,41
278,278,Delivered,12:39:00 AM,108
279,279,Delivered,12:23:00 AM,76
280,280,Cancelled,12:00:00 AM,79
281,281,Delivered,12:29:00 AM,106
282,282,Cancelled,12:00:00 AM,127
283,283,Cancelled,12:00:00 AM,123
284,284,Delivered,1:00:00 AM,1
285,285,Delivered,12:31:00 AM,162
286,286,Cancelled,12:00:00 AM,179
287,287,Delivered,12:20:00 AM,23
288,288,Delivered,12:16:00 AM,129
289,289,Delivered,12:17:00 AM,14
290,290,Cancelled,12:00:00 AM,162
291,291,Delivered,12:26:00 AM,165
292,292,Cancelled,12:00:00 AM,101
293,293,Cancelled,12:00:00 AM,71
294,294,Delivered,12:54:00 AM,27
295,295,Delivered,12:27:00 AM,83
296,296,Delivered,12:57:00 AM,151
297,297,Delivered,12:45:00 AM,67
298,298,Delivered,12:48:00 AM,152
299,299,Cancelled,12:00:00 AM,92
300,300,Cancelled,12:00:00 AM,104
301,301,Delivered,12:32:00 AM,36
302,302,Delivered,12:38:00 AM,39
303,303,Delivered,12:46:00 AM,87
304,304,Cancelled,12:00:00 AM,55
305,305,Cancelled,12:00:00 AM,24
306,306,Delivered,12:43:00 AM,126
307,307,Cancelled,12:00:00 AM,150
308,308,Delivered,12:19:00 AM,2
309,309,Cancelled,12:00:00 AM,93
310,310,Cancelled,12:00:00 AM,60
311,311,Delivered,12:43:00 AM,45
312,312,Cancelled,12:00:00 AM,92
313,313,Cancelled,12:00:00 AM,105
314,314,Cancelled,12:00:00 AM,89
315,315,Delivered,12:39:00 AM,58
316,316,Delivered,12:28:00 AM,128
317,317,Delivered,12:27:00 AM,66
318,318,Delivered,12:27:00 AM,79
319,319,Delivered,12:49:00 AM,142
320,320,Delivered,12:53:00 AM,19
321,321,Delivered,12:54:00 AM,16
322,322,Delivered,12:16:00 AM,8
323,323,Cancelled,12:00:00 AM,7
324,324,Cancelled,12:00:00 AM,44
325,325,Delivered,12:31:00 AM,46
326,326,Delivered,12:16:00 AM,19
327,327,Delivered,12:23:00 AM,116
328,328,Delivered,12:44:00 AM,97
329,329,Cancelled,12:00:00 AM,8
330,330,Delivered,12:39:00 AM,102
331,331,Delivered,12:23:00 AM,96
332,332,Cancelled,12:00:00 AM,172
333,333,Delivered,12:52:00 AM,95
334,334,Cancelled,12:00:00 AM,121
335,335,Cancelled,12:00:00 AM,140
336,336,Cancelled,12:00:00 AM,121
337,337,Delivered,12:33:00 AM,77
338,338,Cancelled,12:00:00 AM,29
339,339,Delivered,12:21:00 AM,34
340,340,Delivered,12:47:00 AM,80
341,341,Delivered,12:47:00 AM,74
342,342,Delivered,12:26:00 AM,24
343,343,Delivered,12:45:00 AM,45
344,344,Delivered,12:46:00 AM,65
345,345,Delivered,12:55:00 AM,39
346,346,Delivered,12:19:00 AM,160
347,347,Delivered,12:31:00 AM,15
348,348,Delivered,12:57:00 AM,74
349,349,Delivered,12:45:00 AM,143
350,350,Delivered,12:51:00 AM,172
351,351,Cancelled,12:00:00 AM,23
352,352,Delivered,12:27:00 AM,111
353,353,Cancelled,12:00:00 AM,123
354,354,Delivered,12:22:00 AM,112
355,355,Cancelled,12:00:00 AM,18
356,356,Cancelled,12:00:00 AM,162
357,357,Delivered,12:41:00 AM,135
358,358,Delivered,12:33:00 AM,151
359,359,Cancelled,12:00:00 AM,172
360,360,Delivered,12:47:00 AM,161
361,361,Cancelled,12:00:00 AM,146
362,362,Cancelled,12:00:00 AM,154
363,363,Cancelled,12:00:00 AM,165
364,364,Cancelled,12:00:00 AM,20
365,365,Delivered,12:55:00 AM,40
366,366,Cancelled,12:00:00 AM,99
367,367,Cancelled,12:00:00 AM,61
368,368,Delivered,12:59:00 AM,136
369,369,Delivered,12:59:00 AM,33
370,370,Delivered,12:43:00 AM,153
371,371,Delivered,12:34:00 AM,23
372,372,Cancelled,12:00:00 AM,79
373,373,Cancelled,12:00:00 AM,90
374,374,Delivered,12:56:00 AM,89
375,375,Delivered,12:15:00 AM,152
376,376,Delivered,12:44:00 AM,62
377,377,Delivered,12:28:00 AM,51
378,378,Cancelled,12:00:00 AM,12
379,379,Delivered,12:53:00 AM,134
380,380,Cancelled,12:00:00 AM,123
381,381,Delivered,12:17:00 AM,57
382,382,Delivered,12:47:00 AM,42
383,383,Cancelled,12:00:00 AM,71
384,384,Delivered,12:25:00 AM,152
385,385,Cancelled,12:00:00 AM,140
386,386,Cancelled,12:00:00 AM,93
387,387,Cancelled,12:00:00 AM,40
388,388,Cancelled,12:00:00 AM,128
389,389,Delivered,12:18:00 AM,75
390,390,Delivered,12:54:00 AM,115
391,391,Delivered,12:55:00 AM,171
392,392,Cancelled,12:00:00 AM,60
393,393,Delivered,12:32:00 AM,79
394,394,Delivered,12:34:00 AM,100
395,395,Cancelled,12:00:00 AM,54
396,396,Delivered,12:57:00 AM,76
397,397,Delivered,12:39:00 AM,67
398,398,Delivered,12:45:00 AM,66
399,399,Delivered,12:51:00 AM,111
400,400,Delivered,12:36:00 AM,146
401,401,Delivered,12:22:00 AM,64
402,402,Delivered,12:21:00 AM,22
403,403,Delivered,12:15:00 AM,19
404,404,Delivered,12:38:00 AM,33
405,405,Delivered,12:25:00 AM,19
406,406,Delivered,12:55:00 AM,136
407,407,Cancelled,12:00:00 AM,24
408,408,Delivered,12:37:00 AM,150
409,409,Delivered,12:37:00 AM,139
410,410,Cancelled,12:00:00 AM,137
411,411,Delivered,12:19:00 AM,42
412,412,Delivered,12:27:00 AM,109
413,413,Delivered,12:50:00 AM,135
414,414,Delivered,12:41:00 AM,99
415,415,Cancelled,12:00:00 AM,9
416,416,Delivered,12:47:00 AM,169
417,417,Delivered,12:50:00 AM,45
418,418,Cancelled,12:00:00 AM,60
419,419,Cancelled,12:00:00 AM,38
420,420,Cancelled,12:00:00 AM,61
421,421,Delivered,12:38:00 AM,26
422,422,Cancelled,12:00:00 AM,19
423,423,Delivered,12:30:00 AM,169
424,424,Cancelled,12:00:00 AM,150
425,425,Cancelled,12:00:00 AM,85
426,426,Delivered,1:00:00 AM,43
427,427,Delivered,12:26:00 AM,83
428,428,Cancelled,12:00:00 AM,68
429,429,Cancelled,12:00:00 AM,148
430,430,Cancelled,12:00:00 AM,175
431,431,Delivered,12:33:00 AM,93
432,432,Delivered,12:43:00 AM,5
433,433,Delivered,12:28:00 AM,21
434,434,Delivered,12:45:00 AM,103
435,435,Delivered,12:49:00 AM,169
436,436,Delivered,12:21:00 AM,15
437,437,Delivered,12:20:00 AM,168
438,438,Delivered,12:28:00 AM,41
439,439,Cancelled,12:00:00 AM,72
440,440,Cancelled,12:00:00 AM,121
441,441,Delivered,12:18:00 AM,124
442,442,Cancelled,12:00:00 AM,49
443,443,Delivered,12:18:00 AM,131
444,444,Cancelled,12:00:00 AM,26
445,445,Delivered,12:33:00 AM,21
446,446,Cancelled,12:00:00 AM,72
447,447,Cancelled,12:00:00 AM,47
448,448,Delivered,12:29:00 AM,113
449,449,Cancelled,12:00:00 AM,92
450,450,Delivered,12:43:00 AM,71
451,451,Delivered,1:00:00 AM,88
452,452,Cancelled,12:00:00 AM,175
453,453,Cancelled,12:00:00 AM,71
454,454,Cancelled,12:00:00 AM,96
455,455,Delivered,12:56:00 AM,32
456,456,Cancelled,12:00:00 AM,114
457,457,Delivered,12:29:00 AM,165
458,458,Delivered,12:27:00 AM,2
459,459,Delivered,12:19:00 AM,105
460,460,Delivered,12:36:00 AM,179
461,461,Delivered,12:31:00 AM,130
462,462,Cancelled,12:00:00 AM,117
463,463,Delivered,12:40:00 AM,95
464,464,Cancelled,12:00:00 AM,115
465,465,Delivered,12:48:00 AM,24
466,466,Delivered,12:38:00 AM,145
467,467,Delivered,12:19:00 AM,108
468,468,Cancelled,12:00:00 AM,101
469,469,Cancelled,12:00:00 AM,91
470,470,Delivered,12:36:00 AM,163
471,471,Cancelled,12:00:00 AM,173
472,472,Cancelled,12:00:00 AM,24
473,473,Cancelled,12:00:00 AM,113
474,474,Delivered,12:24:00 AM,143
475,475,Delivered,12:39:00 AM,65
476,476,Cancelled,12:00:00 AM,40
477,477,Cancelled,12:00:00 AM,20
478,478,Delivered,12:28:00 AM,112
479,479,Delivered,12:18:00 AM,30
480,480,Delivered,12:45:00 AM,24
481,481,Cancelled,12:00:00 AM,78
482,482,Delivered,12:45:00 AM,41
483,483,Cancelled,12:00:00 AM,45
484,484,Delivered,12:58:00 AM,33
485,485,Delivered,12:53:00 AM,177
486,486,Delivered,12:33:00 AM,85
487,487,Cancelled,12:00:00 AM,52
488,488,Cancelled,12:00:00 AM,26
489,489,Cancelled,12:00:00 AM,145
490,490,Delivered,12:40:00 AM,82
491,491,Delivered,12:20:00 AM,99
492,492,Cancelled,12:00:00 AM,73
493,493,Delivered,12:33:00 AM,26
494,494,Delivered,12:50:00 AM,170
495,495,Delivered,12:15:00 AM,86
496,496,Cancelled,12:00:00 AM,69
497,497,Cancelled,12:00:00 AM,3
498,498,Delivered,12:16:00 AM,133
499,499,Cancelled,12:00:00 AM,84
500,500,Delivered,12:29:00 AM,133
501,501,Delivered,12:15:00 AM,171
502,502,Delivered,12:57:00 AM,155
503,503,Delivered,12:32:00 AM,41
504,504,Delivered,12:16:00 AM,120
505,505,Delivered,12:54:00 AM,102
506,506,Delivered,12:59:00 AM,28
507,507,Delivered,12:59:00 AM,158
508,508,Cancelled,12:00:00 AM,152
509,509,Delivered,12:17:00 AM,162
510,510,Delivered,12:54:00 AM,119
511,511,Delivered,12:52:00 AM,139
512,512,Delivered,12:52:00 AM,110
513,513,Delivered,12:36:00 AM,148
514,514,Cancelled,12:00:00 AM,179
515,515,Delivered,12:20:00 AM,58
516,516,Delivered,12:21:00 AM,27
517,517,Delivered,12:50:00 AM,128
518,518,Delivered,12:16:00 AM,170
519,519,Delivered,12:48:00 AM,118
520,520,Delivered,12:48:00 AM,20
521,521,Cancelled,12:00:00 AM,86
522,522,Delivered,12:43:00 AM,67
523,523,Cancelled,12:00:00 AM,178
524,524,Cancelled,12:00:00 AM,150
525,525,Cancelled,12:00:00 AM,175
526,526,Delivered,12:22:00 AM,109
527,527,Cancelled,12:00:00 AM,125
528,528,Delivered,12:19:00 AM,109
529,529,Delivered,12:35:00 AM,111
530,530,Delivered,12:45:00 AM,13
531,531,Delivered,12:58:00 AM,148
532,532,Delivered,12:48:00 AM,111
533,533,Delivered,12:42:00 AM,127
534,534,Delivered,12:49:00 AM,137
535,535,Delivered,12:36:00 AM,31
536,536,Cancelled,12:00:00 AM,109
537,537,Delivered,12:50:00 AM,46
538,538,Delivered,12:16:00 AM,52
539,539,Cancelled,12:00:00 AM,143
540,540,Cancelled,12:00:00 AM,95
541,541,Delivered,12:24:00 AM,168
542,542,Delivered,12:48:00 AM,94
543,543,Delivered,12:44:00 AM,157
544,544,Cancelled,12:00:00 AM,77
545,545,Delivered,12:18:00 AM,17
546,546,Cancelled,12:00:00 AM,87
547,547,Delivered,12:33:00 AM,180
548,548,Delivered,12:20:00 AM,171
549,549,Delivered,12:38:00 AM,5
550,550,Delivered,12:40:00 AM,132
551,551,Delivered,12:52:00 AM,143
552,552,Delivered,12:36:00 AM,23
553,553,Cancelled,12:00:00 AM,28
554,554,Cancelled,12:00:00 AM,140
555,555,Cancelled,12:00:00 AM,142
556,556,Cancelled,12:00:00 AM,165
557,557,Delivered,12:20:00 AM,21
558,558,Cancelled,12:00:00 AM,98
559,559,Delivered,12:58:00 AM,126
560,560,Cancelled,12:00:00 AM,137
561,561,Cancelled,12:00:00 AM,126
562,562,Delivered,12:27:00 AM,70
563,563,Delivered,12:47:00 AM,15
564,564,Cancelled,12:00:00 AM,144
565,565,Delivered,12:35:00 AM,30
566,566,Delivered,12:59:00 AM,65
567,567,Delivered,12:54:00 AM,104
568,568,Cancelled,12:00:00 AM,106
569,569,Delivered,12:43:00 AM,96
570,570,Delivered,12:44:00 AM,169
571,571,Delivered,12:21:00 AM,179
572,572,Delivered,12:39:00 AM,147
573,573,Cancelled,12:00:00 AM,82
574,574,Cancelled,12:00:00 AM,75
575,575,Delivered,12:16:00 AM,36
576,576,Cancelled,12:00:00 AM,50
577,577,Delivered,12:21:00 AM,52
578,578,Delivered,12:33:00 AM,48
579,579,Delivered,12:58:00 AM,99
580,580,Delivered,12:50:00 AM,51
581,581,Cancelled,12:00:00 AM,157
582,582,Delivered,12:56:00 AM,172
583,583,Delivered,12:39:00 AM,151
584,584,Delivered,12:54:00 AM,89
585,585,Delivered,12:44:00 AM,25
586,586,Delivered,12:29:00 AM,163
587,587,Delivered,12:55:00 AM,157
588,588,Delivered,12:37:00 AM,119
589,589,Delivered,12:16:00 AM,12
590,590,Delivered,12:21:00 AM,109
591,591,Delivered,12:50:00 AM,75
592,592,Delivered,12:37:00 AM,17
593,593,Delivered,12:55:00 AM,38
594,594,Delivered,12:25:00 AM,70
595,595,Delivered,12:55:00 AM,16
596,596,Delivered,12:26:00 AM,57
597,597,Cancelled,12:00:00 AM,133
598,598,Delivered,12:43:00 AM,138
599,599,Delivered,12:54:00 AM,174
600,600,Delivered,12:27:00 AM,12
601,601,Delivered,12:27:00 AM,138
602,602,Cancelled,12:00:00 AM,30
603,603,Delivered,12:33:00 AM,120
604,604,Delivered,12:40:00 AM,14
605,605,Delivered,12:32:00 AM,1
606,606,Cancelled,12:00:00 AM,147
607,607,Delivered,12:40:00 AM,179
608,608,Delivered,12:26:00 AM,109
609,609,Cancelled,12:00:00 AM,37
610,610,Cancelled,12:00:00 AM,145
611,611,Delivered,12:25:00 AM,39
612,612,Cancelled,12:00:00 AM,90
613,613,Cancelled,12:00:00 AM,146
614,614,Delivered,1:00:00 AM,92
615,615,Delivered,12:27:00 AM,114
616,616,Delivered,12:42:00 AM,44
617,617,Delivered,12:22:00 AM,2
618,618,Delivered,12:51:00 AM,141
619,619,Cancelled,12:00:00 AM,93
620,620,Cancelled,12:00:00 AM,52
621,621,Delivered,12:26:00 AM,114
622,622,Cancelled,12:00:00 AM,34
623,623,Delivered,12:43:00 AM,35
624,624,Delivered,12:17:00 AM,111
625,625,Cancelled,12:00:00 AM,102
626,626,Delivered,12:44:00 AM,95
627,627,Delivered,12:32:00 AM,149
628,628,Cancelled,12:00:00 AM,166
629,629,Delivered,12:15:00 AM,94
630,630,Delivered,12:51:00 AM,128
631,631,Delivered,12:28:00 AM,5
632,632,Delivered,12:30:00 AM,117
633,633,Cancelled,12:00:00 AM,83
634,634,Cancelled,12:00:00 AM,171
635,635,Delivered,12:30:00 AM,121
636,636,Delivered,12:31:00 AM,96
637,637,Cancelled,12:00:00 AM,177
638,638,Delivered,12:18:00 AM,130
639,639,Cancelled,12:00:00 AM,133
640,640,Delivered,12:28:00 AM,2
641,641,Delivered,1:00:00 AM,103
642,642,Delivered,12:50:00 AM,36
643,643,Delivered,12:51:00 AM,67
644,644,Delivered,12:48:00 AM,32
645,645,Cancelled,12:00:00 AM,114
646,646,Delivered,12:18:00 AM,72
647,647,Delivered,12:52:00 AM,177
648,648,Delivered,12:41:00 AM,125
649,649,Cancelled,12:00:00 AM,39
650,650,Cancelled,12:00:00 AM,150
651,651,Delivered,12:34:00 AM,35
652,652,Delivered,12:43:00 AM,159
653,653,Delivered,12:20:00 AM,150
654,654,Cancelled,12:00:00 AM,18
655,655,Cancelled,12:00:00 AM,110
656,656,Delivered,12:28:00 AM,116
657,657,Delivered,12:59:00 AM,158
658,658,Cancelled,12:00:00 AM,134
659,659,Cancelled,12:00:00 AM,8
660,660,Delivered,12:17:00 AM,69
661,661,Delivered,12:43:00 AM,38
662,662,Delivered,12:15:00 AM,43
663,663,Delivered,12:59:00 AM,136
664,664,Delivered,12:49:00 AM,143
665,665,Delivered,1:00:00 AM,44
666,666,Cancelled,12:00:00 AM,55
667,667,Delivered,12:52:00 AM,114
668,668,Cancelled,12:00:00 AM,145
669,669,Delivered,12:46:00 AM,1
670,670,Delivered,12:50:00 AM,113
671,671,Cancelled,12:00:00 AM,122
672,672,Delivered,12:17:00 AM,18
673,673,Delivered,12:35:00 AM,171
674,674,Cancelled,12:00:00 AM,44
675,675,Delivered,12:34:00 AM,176
676,676,Cancelled,12:00:00 AM,45
677,677,Cancelled,12:00:00 AM,69
678,678,Delivered,12:33:00 AM,64
679,679,Delivered,12:20:00 AM,12
680,680,Delivered,12:23:00 AM,159
681,681,Delivered,12:51:00 AM,56
682,682,Delivered,12:24:00 AM,25
683,683,Cancelled,12:00:00 AM,6
684,684,Delivered,12:28:00 AM,104
685,685,Cancelled,12:00:00 AM,121
